"County","FIPS","Year","Gender","Age Cohort","Variable","Measure Type","Value"
"Middlesex County","09007",2015,"All","75 to 79 years","Projected Population","Number",4909
"Middlesex County","09007",2015,"All","75 to 79 years","Projected Population","Percent",2.91
"Middlesex County","09007",2015,"All","80 to 84 years","Projected Population","Number",3719
"Middlesex County","09007",2015,"All","80 to 84 years","Projected Population","Percent",2.2
"Middlesex County","09007",2015,"All","85 to 89 years","Projected Population","Number",2838
"Middlesex County","09007",2015,"All","85 to 89 years","Projected Population","Percent",1.68
"Middlesex County","09007",2015,"All","90 years and Over","Projected Population","Number",1975
"Middlesex County","09007",2015,"All","90 years and Over","Projected Population","Percent",1.17
"Middlesex County","09007",2015,"Female","Total","Projected Population","Number",86401
"Middlesex County","09007",2015,"Female","Total","Projected Population","Percent",51.18
"Middlesex County","09007",2015,"Female","0 to 4 years","Projected Population","Number",3587
"Middlesex County","09007",2015,"Female","0 to 4 years","Projected Population","Percent",4.15
"Middlesex County","09007",2015,"Female","5 to 9 years","Projected Population","Number",4078
"Middlesex County","09007",2015,"Female","5 to 9 years","Projected Population","Percent",4.72
"Middlesex County","09007",2015,"Female","10 to 14 years","Projected Population","Number",4900
"Middlesex County","09007",2015,"Female","10 to 14 years","Projected Population","Percent",5.67
"Middlesex County","09007",2015,"Female","15 to 19 years","Projected Population","Number",5770
"Middlesex County","09007",2015,"Female","15 to 19 years","Projected Population","Percent",6.68
"Middlesex County","09007",2015,"Female","20 to 24 years","Projected Population","Number",4489
"Middlesex County","09007",2015,"Female","20 to 24 years","Projected Population","Percent",5.2
"Middlesex County","09007",2015,"Female","25 to 29 years","Projected Population","Number",3483
"Middlesex County","09007",2015,"Female","25 to 29 years","Projected Population","Percent",4.03
"Middlesex County","09007",2015,"Female","30 to 34 years","Projected Population","Number",4403
"Middlesex County","09007",2015,"Female","30 to 34 years","Projected Population","Percent",5.1
"Middlesex County","09007",2015,"Female","35 to 39 years","Projected Population","Number",4790
"Middlesex County","09007",2015,"Female","35 to 39 years","Projected Population","Percent",5.54
"Middlesex County","09007",2015,"Female","40 to 44 years","Projected Population","Number",5460
"Middlesex County","09007",2015,"Female","40 to 44 years","Projected Population","Percent",6.32
"Middlesex County","09007",2015,"Female","45 to 49 years","Projected Population","Number",6724
"Middlesex County","09007",2015,"Female","45 to 49 years","Projected Population","Percent",7.78
"Middlesex County","09007",2015,"Female","50 to 54 years","Projected Population","Number",7448
"Middlesex County","09007",2015,"Female","50 to 54 years","Projected Population","Percent",8.62
"Middlesex County","09007",2015,"Female","55 to 59 years","Projected Population","Number",7281
"Middlesex County","09007",2015,"Female","55 to 59 years","Projected Population","Percent",8.43
"Middlesex County","09007",2015,"Female","60 to 64 years","Projected Population","Number",6524
"Middlesex County","09007",2015,"Female","60 to 64 years","Projected Population","Percent",7.55
"Middlesex County","09007",2015,"Female","65 to 69 years","Projected Population","Number",5389
"Middlesex County","09007",2015,"Female","65 to 69 years","Projected Population","Percent",6.24
"Middlesex County","09007",2015,"Female","70 to 74 years","Projected Population","Number",4047
"Middlesex County","09007",2015,"Female","70 to 74 years","Projected Population","Percent",4.68
"Middlesex County","09007",2015,"Female","75 to 79 years","Projected Population","Number",2661
"Middlesex County","09007",2015,"Female","75 to 79 years","Projected Population","Percent",3.08
"Middlesex County","09007",2015,"Female","80 to 84 years","Projected Population","Number",2140
"Middlesex County","09007",2015,"Female","80 to 84 years","Projected Population","Percent",2.48
"Middlesex County","09007",2015,"Female","85 to 89 years","Projected Population","Number",1773
"Middlesex County","09007",2015,"Female","85 to 89 years","Projected Population","Percent",2.05
"Middlesex County","09007",2015,"Female","90 years and Over","Projected Population","Number",1454
"Middlesex County","09007",2015,"Female","90 years and Over","Projected Population","Percent",1.68
"Middlesex County","09007",2015,"Male","Total","Projected Population","Number",82432
"Middlesex County","09007",2015,"Male","Total","Projected Population","Percent",48.82
"Middlesex County","09007",2015,"Male","0 to 4 years","Projected Population","Number",3767
"Middlesex County","09007",2015,"Male","0 to 4 years","Projected Population","Percent",4.57
"Middlesex County","09007",2015,"Male","5 to 9 years","Projected Population","Number",4280
"Middlesex County","09007",2015,"Male","5 to 9 years","Projected Population","Percent",5.19
"Middlesex County","09007",2015,"Male","10 to 14 years","Projected Population","Number",5183
"Middlesex County","09007",2015,"Male","10 to 14 years","Projected Population","Percent",6.29
"Middlesex County","09007",2015,"Male","15 to 19 years","Projected Population","Number",6086
"Middlesex County","09007",2015,"Male","15 to 19 years","Projected Population","Percent",7.38
"Middlesex County","09007",2015,"Male","20 to 24 years","Projected Population","Number",5205
"Middlesex County","09007",2015,"Male","20 to 24 years","Projected Population","Percent",6.31
"Middlesex County","09007",2015,"Male","25 to 29 years","Projected Population","Number",3581
"Middlesex County","09007",2015,"Male","25 to 29 years","Projected Population","Percent",4.34
"Middlesex County","09007",2015,"Male","30 to 34 years","Projected Population","Number",4213
"Middlesex County","09007",2015,"Male","30 to 34 years","Projected Population","Percent",5.11
"Middlesex County","09007",2015,"Male","35 to 39 years","Projected Population","Number",4511
"Middlesex County","09007",2015,"Male","35 to 39 years","Projected Population","Percent",5.47
"Middlesex County","09007",2015,"Male","40 to 44 years","Projected Population","Number",5202
"Middlesex County","09007",2015,"Male","40 to 44 years","Projected Population","Percent",6.31
"Middlesex County","09007",2015,"Male","45 to 49 years","Projected Population","Number",6353
"Middlesex County","09007",2015,"Male","45 to 49 years","Projected Population","Percent",7.71
"Middlesex County","09007",2015,"Male","50 to 54 years","Projected Population","Number",7038
"Middlesex County","09007",2015,"Male","50 to 54 years","Projected Population","Percent",8.54
"Middlesex County","09007",2015,"Male","55 to 59 years","Projected Population","Number",6990
"Middlesex County","09007",2015,"Male","55 to 59 years","Projected Population","Percent",8.48
"Middlesex County","09007",2015,"Male","60 to 64 years","Projected Population","Number",5966
"Middlesex County","09007",2015,"Male","60 to 64 years","Projected Population","Percent",7.24
"Middlesex County","09007",2015,"Male","65 to 69 years","Projected Population","Number",5156
"Middlesex County","09007",2015,"Male","65 to 69 years","Projected Population","Percent",6.25
"Middlesex County","09007",2015,"Male","70 to 74 years","Projected Population","Number",3488
"Middlesex County","09007",2015,"Male","70 to 74 years","Projected Population","Percent",4.23
"Middlesex County","09007",2015,"Male","75 to 79 years","Projected Population","Number",2248
"Middlesex County","09007",2015,"Male","75 to 79 years","Projected Population","Percent",2.73
"Middlesex County","09007",2015,"Male","80 to 84 years","Projected Population","Number",1579
"Middlesex County","09007",2015,"Male","80 to 84 years","Projected Population","Percent",1.92
"Middlesex County","09007",2015,"Male","85 to 89 years","Projected Population","Number",1065
"Middlesex County","09007",2015,"Male","85 to 89 years","Projected Population","Percent",1.29
"Middlesex County","09007",2015,"Male","90 years and Over","Projected Population","Number",521
"Middlesex County","09007",2015,"Male","90 years and Over","Projected Population","Percent",0.63
"Middlesex County","09007",2020,"All","Total","Projected Population","Number",170518
"Middlesex County","09007",2020,"All","Total","Projected Population","Percent",4.61
"Middlesex County","09007",2020,"All","0 to 4 years","Projected Population","Number",6959
"Middlesex County","09007",2020,"All","0 to 4 years","Projected Population","Percent",4.08
"Middlesex County","09007",2020,"All","5 to 9 years","Projected Population","Number",7503
"Middlesex County","09007",2020,"All","5 to 9 years","Projected Population","Percent",4.4
"Middlesex County","09007",2020,"All","10 to 14 years","Projected Population","Number",8780
"Middlesex County","09007",2020,"All","10 to 14 years","Projected Population","Percent",5.15
"Middlesex County","09007",2020,"All","15 to 19 years","Projected Population","Number",11433
"Middlesex County","09007",2020,"All","15 to 19 years","Projected Population","Percent",6.7
"Middlesex County","09007",2020,"All","20 to 24 years","Projected Population","Number",10839
"Middlesex County","09007",2020,"All","20 to 24 years","Projected Population","Percent",6.36
"Middlesex County","09007",2020,"All","25 to 29 years","Projected Population","Number",7902
"Middlesex County","09007",2020,"All","25 to 29 years","Projected Population","Percent",4.63
"Middlesex County","09007",2020,"All","30 to 34 years","Projected Population","Number",7061
"Middlesex County","09007",2020,"All","30 to 34 years","Projected Population","Percent",4.14
"Middlesex County","09007",2020,"All","35 to 39 years","Projected Population","Number",9328
"Middlesex County","09007",2020,"All","35 to 39 years","Projected Population","Percent",5.47
"Middlesex County","09007",2020,"All","40 to 44 years","Projected Population","Number",9848
"Middlesex County","09007",2020,"All","40 to 44 years","Projected Population","Percent",5.78
"Middlesex County","09007",2020,"All","45 to 49 years","Projected Population","Number",11011
"Middlesex County","09007",2020,"All","45 to 49 years","Projected Population","Percent",6.46
"Middlesex County","09007",2020,"All","50 to 54 years","Projected Population","Number",13272
"Middlesex County","09007",2020,"All","50 to 54 years","Projected Population","Percent",7.78
"Middlesex County","09007",2020,"All","55 to 59 years","Projected Population","Number",14531
"Middlesex County","09007",2020,"All","55 to 59 years","Projected Population","Percent",8.52
"Middlesex County","09007",2020,"All","60 to 64 years","Projected Population","Number",14075
"Middlesex County","09007",2020,"All","60 to 64 years","Projected Population","Percent",8.25
"Middlesex County","09007",2020,"All","65 to 69 years","Projected Population","Number",12077
"Middlesex County","09007",2020,"All","65 to 69 years","Projected Population","Percent",7.08
"Middlesex County","09007",2020,"All","70 to 74 years","Projected Population","Number",9859
"Middlesex County","09007",2020,"All","70 to 74 years","Projected Population","Percent",5.78
"Middlesex County","09007",2020,"All","75 to 79 years","Projected Population","Number",6794
"Middlesex County","09007",2020,"All","75 to 79 years","Projected Population","Percent",3.98
"Middlesex County","09007",2020,"All","80 to 84 years","Projected Population","Number",4210
"Middlesex County","09007",2020,"All","80 to 84 years","Projected Population","Percent",2.47
"Middlesex County","09007",2020,"All","85 to 89 years","Projected Population","Number",2774
"Middlesex County","09007",2020,"All","85 to 89 years","Projected Population","Percent",1.63
"Middlesex County","09007",2020,"All","90 years and Over","Projected Population","Number",2262
"Middlesex County","09007",2020,"All","90 years and Over","Projected Population","Percent",1.33
"Middlesex County","09007",2020,"Female","Total","Projected Population","Number",87377
"Middlesex County","09007",2020,"Female","Total","Projected Population","Percent",51.24
"Middlesex County","09007",2020,"Female","0 to 4 years","Projected Population","Number",3394
"Middlesex County","09007",2020,"Female","0 to 4 years","Projected Population","Percent",3.88
"Middlesex County","09007",2020,"Female","5 to 9 years","Projected Population","Number",3652
"Middlesex County","09007",2020,"Female","5 to 9 years","Projected Population","Percent",4.18
"Middlesex County","09007",2020,"Female","10 to 14 years","Projected Population","Number",4282
"Middlesex County","09007",2020,"Female","10 to 14 years","Projected Population","Percent",4.9
"Middlesex County","09007",2020,"Female","15 to 19 years","Projected Population","Number",5550
"Middlesex County","09007",2020,"Female","15 to 19 years","Projected Population","Percent",6.35
"Middlesex County","09007",2020,"Female","20 to 24 years","Projected Population","Number",5179
"Middlesex County","09007",2020,"Female","20 to 24 years","Projected Population","Percent",5.93
"Middlesex County","09007",2020,"Female","25 to 29 years","Projected Population","Number",3670
"Middlesex County","09007",2020,"Female","25 to 29 years","Projected Population","Percent",4.2
"Middlesex County","09007",2020,"Female","30 to 34 years","Projected Population","Number",3564
"Middlesex County","09007",2020,"Female","30 to 34 years","Projected Population","Percent",4.08
"Middlesex County","09007",2020,"Female","35 to 39 years","Projected Population","Number",4830
"Middlesex County","09007",2020,"Female","35 to 39 years","Projected Population","Percent",5.53
"Middlesex County","09007",2020,"Female","40 to 44 years","Projected Population","Number",5052
"Middlesex County","09007",2020,"Female","40 to 44 years","Projected Population","Percent",5.78
"Middlesex County","09007",2020,"Female","45 to 49 years","Projected Population","Number",5691
"Middlesex County","09007",2020,"Female","45 to 49 years","Projected Population","Percent",6.51
"Middlesex County","09007",2020,"Female","50 to 54 years","Projected Population","Number",6850
"Middlesex County","09007",2020,"Female","50 to 54 years","Projected Population","Percent",7.84
"Middlesex County","09007",2020,"Female","55 to 59 years","Projected Population","Number",7525
"Middlesex County","09007",2020,"Female","55 to 59 years","Projected Population","Percent",8.61
"Middlesex County","09007",2020,"Female","60 to 64 years","Projected Population","Number",7293
"Middlesex County","09007",2020,"Female","60 to 64 years","Projected Population","Percent",8.35
"Middlesex County","09007",2020,"Female","65 to 69 years","Projected Population","Number",6323
"Middlesex County","09007",2020,"Female","65 to 69 years","Projected Population","Percent",7.24
"Middlesex County","09007",2020,"Female","70 to 74 years","Projected Population","Number",5142
"Middlesex County","09007",2020,"Female","70 to 74 years","Projected Population","Percent",5.88
"Middlesex County","09007",2020,"Female","75 to 79 years","Projected Population","Number",3722
"Middlesex County","09007",2020,"Female","75 to 79 years","Projected Population","Percent",4.26
"Middlesex County","09007",2020,"Female","80 to 84 years","Projected Population","Number",2345
"Middlesex County","09007",2020,"Female","80 to 84 years","Projected Population","Percent",2.68
"Middlesex County","09007",2020,"Female","85 to 89 years","Projected Population","Number",1681
"Middlesex County","09007",2020,"Female","85 to 89 years","Projected Population","Percent",1.92
"Middlesex County","09007",2020,"Female","90 years and Over","Projected Population","Number",1632
"Middlesex County","09007",2020,"Female","90 years and Over","Projected Population","Percent",1.87
"Middlesex County","09007",2020,"Male","Total","Projected Population","Number",83141
"Middlesex County","09007",2020,"Male","Total","Projected Population","Percent",48.76
"Middlesex County","09007",2020,"Male","0 to 4 years","Projected Population","Number",3565
"Middlesex County","09007",2020,"Male","0 to 4 years","Projected Population","Percent",4.29
"Middlesex County","09007",2020,"Male","5 to 9 years","Projected Population","Number",3851
"Middlesex County","09007",2020,"Male","5 to 9 years","Projected Population","Percent",4.63
"Middlesex County","09007",2020,"Male","10 to 14 years","Projected Population","Number",4498
"Middlesex County","09007",2020,"Male","10 to 14 years","Projected Population","Percent",5.41
"Middlesex County","09007",2020,"Male","15 to 19 years","Projected Population","Number",5883
"Middlesex County","09007",2020,"Male","15 to 19 years","Projected Population","Percent",7.08
"Middlesex County","09007",2020,"Male","20 to 24 years","Projected Population","Number",5660
"Middlesex County","09007",2020,"Male","20 to 24 years","Projected Population","Percent",6.81
"Middlesex County","09007",2020,"Male","25 to 29 years","Projected Population","Number",4232
"Middlesex County","09007",2020,"Male","25 to 29 years","Projected Population","Percent",5.09
"Middlesex County","09007",2020,"Male","30 to 34 years","Projected Population","Number",3497
"Middlesex County","09007",2020,"Male","30 to 34 years","Projected Population","Percent",4.21
"Middlesex County","09007",2020,"Male","35 to 39 years","Projected Population","Number",4498
"Middlesex County","09007",2020,"Male","35 to 39 years","Projected Population","Percent",5.41
"Middlesex County","09007",2020,"Male","40 to 44 years","Projected Population","Number",4796
"Middlesex County","09007",2020,"Male","40 to 44 years","Projected Population","Percent",5.77
"Middlesex County","09007",2020,"Male","45 to 49 years","Projected Population","Number",5320
"Middlesex County","09007",2020,"Male","45 to 49 years","Projected Population","Percent",6.4
"Middlesex County","09007",2020,"Male","50 to 54 years","Projected Population","Number",6422
"Middlesex County","09007",2020,"Male","50 to 54 years","Projected Population","Percent",7.72
"Middlesex County","09007",2020,"Male","55 to 59 years","Projected Population","Number",7006
"Middlesex County","09007",2020,"Male","55 to 59 years","Projected Population","Percent",8.43
"Middlesex County","09007",2020,"Male","60 to 64 years","Projected Population","Number",6782
"Middlesex County","09007",2020,"Male","60 to 64 years","Projected Population","Percent",8.16
"Middlesex County","09007",2020,"Male","65 to 69 years","Projected Population","Number",5754
"Middlesex County","09007",2020,"Male","65 to 69 years","Projected Population","Percent",6.92
"Middlesex County","09007",2020,"Male","70 to 74 years","Projected Population","Number",4717
"Middlesex County","09007",2020,"Male","70 to 74 years","Projected Population","Percent",5.67
"Middlesex County","09007",2020,"Male","75 to 79 years","Projected Population","Number",3072
"Middlesex County","09007",2020,"Male","75 to 79 years","Projected Population","Percent",3.69
"Middlesex County","09007",2020,"Male","80 to 84 years","Projected Population","Number",1865
"Middlesex County","09007",2020,"Male","80 to 84 years","Projected Population","Percent",2.24
"Middlesex County","09007",2020,"Male","85 to 89 years","Projected Population","Number",1093
"Middlesex County","09007",2020,"Male","85 to 89 years","Projected Population","Percent",1.31
"Middlesex County","09007",2020,"Male","90 years and Over","Projected Population","Number",630
"Middlesex County","09007",2020,"Male","90 years and Over","Projected Population","Percent",0.76
"Middlesex County","09007",2025,"All","Total","Projected Population","Number",170976
"Middlesex County","09007",2025,"All","Total","Projected Population","Percent",4.56
"Middlesex County","09007",2025,"All","0 to 4 years","Projected Population","Number",6812
"Middlesex County","09007",2025,"All","0 to 4 years","Projected Population","Percent",3.98
"Middlesex County","09007",2025,"All","5 to 9 years","Projected Population","Number",7109
"Middlesex County","09007",2025,"All","5 to 9 years","Projected Population","Percent",4.16
"Middlesex County","09007",2025,"All","10 to 14 years","Projected Population","Number",7926
"Middlesex County","09007",2025,"All","10 to 14 years","Projected Population","Percent",4.64
"Middlesex County","09007",2025,"All","15 to 19 years","Projected Population","Number",10129
"Middlesex County","09007",2025,"All","15 to 19 years","Projected Population","Percent",5.92
"Middlesex County","09007",2025,"All","20 to 24 years","Projected Population","Number",10418
"Middlesex County","09007",2025,"All","20 to 24 years","Projected Population","Percent",6.09
"Middlesex County","09007",2025,"All","25 to 29 years","Projected Population","Number",9043
"Middlesex County","09007",2025,"All","25 to 29 years","Projected Population","Percent",5.29
"Middlesex County","09007",2025,"All","30 to 34 years","Projected Population","Number",7895
"Middlesex County","09007",2025,"All","30 to 34 years","Projected Population","Percent",4.62
"Middlesex County","09007",2025,"All","35 to 39 years","Projected Population","Number",7781
"Middlesex County","09007",2025,"All","35 to 39 years","Projected Population","Percent",4.55
"Middlesex County","09007",2025,"All","40 to 44 years","Projected Population","Number",9873
"Middlesex County","09007",2025,"All","40 to 44 years","Projected Population","Percent",5.77
"Middlesex County","09007",2025,"All","45 to 49 years","Projected Population","Number",10205
"Middlesex County","09007",2025,"All","45 to 49 years","Projected Population","Percent",5.97
"Middlesex County","09007",2025,"All","50 to 54 years","Projected Population","Number",11231
"Middlesex County","09007",2025,"All","50 to 54 years","Projected Population","Percent",6.57
"Middlesex County","09007",2025,"All","55 to 59 years","Projected Population","Number",13345
"Middlesex County","09007",2025,"All","55 to 59 years","Projected Population","Percent",7.81
"Middlesex County","09007",2025,"All","60 to 64 years","Projected Population","Number",14329
"Middlesex County","09007",2025,"All","60 to 64 years","Projected Population","Percent",8.38
"Middlesex County","09007",2025,"All","65 to 69 years","Projected Population","Number",13588
"Middlesex County","09007",2025,"All","65 to 69 years","Projected Population","Percent",7.95
"Middlesex County","09007",2025,"All","70 to 74 years","Projected Population","Number",11272
"Middlesex County","09007",2025,"All","70 to 74 years","Projected Population","Percent",6.59
"Middlesex County","09007",2025,"All","75 to 79 years","Projected Population","Number",8827
"Middlesex County","09007",2025,"All","75 to 79 years","Projected Population","Percent",5.16
"Middlesex County","09007",2025,"All","80 to 84 years","Projected Population","Number",5763
"Middlesex County","09007",2025,"All","80 to 84 years","Projected Population","Percent",3.37
"Middlesex County","09007",2025,"All","85 to 89 years","Projected Population","Number",3109
"Middlesex County","09007",2025,"All","85 to 89 years","Projected Population","Percent",1.82
"Middlesex County","09007",2025,"All","90 years and Over","Projected Population","Number",2321
"Middlesex County","09007",2025,"All","90 years and Over","Projected Population","Percent",1.36
"Middlesex County","09007",2025,"Female","Total","Projected Population","Number",87808
"Middlesex County","09007",2025,"Female","Total","Projected Population","Percent",51.36
"Middlesex County","09007",2025,"Female","0 to 4 years","Projected Population","Number",3323
"Middlesex County","09007",2025,"Female","0 to 4 years","Projected Population","Percent",3.78
"Middlesex County","09007",2025,"Female","5 to 9 years","Projected Population","Number",3460
"Middlesex County","09007",2025,"Female","5 to 9 years","Projected Population","Percent",3.94
"Middlesex County","09007",2025,"Female","10 to 14 years","Projected Population","Number",3857
"Middlesex County","09007",2025,"Female","10 to 14 years","Projected Population","Percent",4.39
"Middlesex County","09007",2025,"Female","15 to 19 years","Projected Population","Number",4931
"Middlesex County","09007",2025,"Female","15 to 19 years","Projected Population","Percent",5.62
"Middlesex County","09007",2025,"Female","20 to 24 years","Projected Population","Number",4959
"Middlesex County","09007",2025,"Female","20 to 24 years","Projected Population","Percent",5.65
"Middlesex County","09007",2025,"Female","25 to 29 years","Projected Population","Number",4360
"Middlesex County","09007",2025,"Female","25 to 29 years","Projected Population","Percent",4.97
"Middlesex County","09007",2025,"Female","30 to 34 years","Projected Population","Number",3751
"Middlesex County","09007",2025,"Female","30 to 34 years","Projected Population","Percent",4.27
"Middlesex County","09007",2025,"Female","35 to 39 years","Projected Population","Number",3994
"Middlesex County","09007",2025,"Female","35 to 39 years","Projected Population","Percent",4.55
"Middlesex County","09007",2025,"Female","40 to 44 years","Projected Population","Number",5091
"Middlesex County","09007",2025,"Female","40 to 44 years","Projected Population","Percent",5.8
"Middlesex County","09007",2025,"Female","45 to 49 years","Projected Population","Number",5284
"Middlesex County","09007",2025,"Female","45 to 49 years","Projected Population","Percent",6.02
"Middlesex County","09007",2025,"Female","50 to 54 years","Projected Population","Number",5824
"Middlesex County","09007",2025,"Female","50 to 54 years","Projected Population","Percent",6.63
"Middlesex County","09007",2025,"Female","55 to 59 years","Projected Population","Number",6937
"Middlesex County","09007",2025,"Female","55 to 59 years","Projected Population","Percent",7.9
"Middlesex County","09007",2025,"Female","60 to 64 years","Projected Population","Number",7531
"Middlesex County","09007",2025,"Female","60 to 64 years","Projected Population","Percent",8.58
"Middlesex County","09007",2025,"Female","65 to 69 years","Projected Population","Number",7063
"Middlesex County","09007",2025,"Female","65 to 69 years","Projected Population","Percent",8.04
"Middlesex County","09007",2025,"Female","70 to 74 years","Projected Population","Number",6017
"Middlesex County","09007",2025,"Female","70 to 74 years","Projected Population","Percent",6.85
"Middlesex County","09007",2025,"Female","75 to 79 years","Projected Population","Number",4703
"Middlesex County","09007",2025,"Female","75 to 79 years","Projected Population","Percent",5.36
"Middlesex County","09007",2025,"Female","80 to 84 years","Projected Population","Number",3241
"Middlesex County","09007",2025,"Female","80 to 84 years","Projected Population","Percent",3.69
"Middlesex County","09007",2025,"Female","85 to 89 years","Projected Population","Number",1830
"Middlesex County","09007",2025,"Female","85 to 89 years","Projected Population","Percent",2.08
"Middlesex County","09007",2025,"Female","90 years and Over","Projected Population","Number",1652
"Middlesex County","09007",2025,"Female","90 years and Over","Projected Population","Percent",1.88
"Middlesex County","09007",2025,"Male","Total","Projected Population","Number",83168
"Middlesex County","09007",2025,"Male","Total","Projected Population","Percent",48.64
"Middlesex County","09007",2025,"Male","0 to 4 years","Projected Population","Number",3489
"Middlesex County","09007",2025,"Male","0 to 4 years","Projected Population","Percent",4.2
"Middlesex County","09007",2025,"Male","5 to 9 years","Projected Population","Number",3649
"Middlesex County","09007",2025,"Male","5 to 9 years","Projected Population","Percent",4.39
"Middlesex County","09007",2025,"Male","10 to 14 years","Projected Population","Number",4069
"Middlesex County","09007",2025,"Male","10 to 14 years","Projected Population","Percent",4.89
"Middlesex County","09007",2025,"Male","15 to 19 years","Projected Population","Number",5198
"Middlesex County","09007",2025,"Male","15 to 19 years","Projected Population","Percent",6.25
"Middlesex County","09007",2025,"Male","20 to 24 years","Projected Population","Number",5459
"Middlesex County","09007",2025,"Male","20 to 24 years","Projected Population","Percent",6.56
"Middlesex County","09007",2025,"Male","25 to 29 years","Projected Population","Number",4683
"Middlesex County","09007",2025,"Male","25 to 29 years","Projected Population","Percent",5.63
"Middlesex County","09007",2025,"Male","30 to 34 years","Projected Population","Number",4144
"Middlesex County","09007",2025,"Male","30 to 34 years","Projected Population","Percent",4.98
"Middlesex County","09007",2025,"Male","35 to 39 years","Projected Population","Number",3787
"Middlesex County","09007",2025,"Male","35 to 39 years","Projected Population","Percent",4.55
"Middlesex County","09007",2025,"Male","40 to 44 years","Projected Population","Number",4782
"Middlesex County","09007",2025,"Male","40 to 44 years","Projected Population","Percent",5.75
"Middlesex County","09007",2025,"Male","45 to 49 years","Projected Population","Number",4921
"Middlesex County","09007",2025,"Male","45 to 49 years","Projected Population","Percent",5.92
"Middlesex County","09007",2025,"Male","50 to 54 years","Projected Population","Number",5407
"Middlesex County","09007",2025,"Male","50 to 54 years","Projected Population","Percent",6.5
"Middlesex County","09007",2025,"Male","55 to 59 years","Projected Population","Number",6408
"Middlesex County","09007",2025,"Male","55 to 59 years","Projected Population","Percent",7.7
"Middlesex County","09007",2025,"Male","60 to 64 years","Projected Population","Number",6798
"Middlesex County","09007",2025,"Male","60 to 64 years","Projected Population","Percent",8.17
"Middlesex County","09007",2025,"Male","65 to 69 years","Projected Population","Number",6525
"Middlesex County","09007",2025,"Male","65 to 69 years","Projected Population","Percent",7.85
"Middlesex County","09007",2025,"Male","70 to 74 years","Projected Population","Number",5255
"Middlesex County","09007",2025,"Male","70 to 74 years","Projected Population","Percent",6.32
"Middlesex County","09007",2025,"Male","75 to 79 years","Projected Population","Number",4124
"Middlesex County","09007",2025,"Male","75 to 79 years","Projected Population","Percent",4.96
"Middlesex County","09007",2025,"Male","80 to 84 years","Projected Population","Number",2522
"Middlesex County","09007",2025,"Male","80 to 84 years","Projected Population","Percent",3.03
"Middlesex County","09007",2025,"Male","85 to 89 years","Projected Population","Number",1279
"Middlesex County","09007",2025,"Male","85 to 89 years","Projected Population","Percent",1.54
"Middlesex County","09007",2025,"Male","90 years and Over","Projected Population","Number",669
"Middlesex County","09007",2025,"Male","90 years and Over","Projected Population","Percent",0.8
"New Haven County","09009",2015,"All","Total","Projected Population","Number",881374
"New Haven County","09009",2015,"All","Total","Projected Population","Percent",24.18
"New Haven County","09009",2015,"All","0 to 4 years","Projected Population","Number",47570
"New Haven County","09009",2015,"All","0 to 4 years","Projected Population","Percent",5.4
"New Haven County","09009",2015,"All","5 to 9 years","Projected Population","Number",47902
"New Haven County","09009",2015,"All","5 to 9 years","Projected Population","Percent",5.43
"New Haven County","09009",2015,"All","10 to 14 years","Projected Population","Number",52748
"New Haven County","09009",2015,"All","10 to 14 years","Projected Population","Percent",5.98
"New Haven County","09009",2015,"All","15 to 19 years","Projected Population","Number",64922
"New Haven County","09009",2015,"All","15 to 19 years","Projected Population","Percent",7.37
"New Haven County","09009",2015,"All","20 to 24 years","Projected Population","Number",59276
"New Haven County","09009",2015,"All","20 to 24 years","Projected Population","Percent",6.73
"New Haven County","09009",2015,"All","25 to 29 years","Projected Population","Number",53070
"New Haven County","09009",2015,"All","25 to 29 years","Projected Population","Percent",6.02
"New Haven County","09009",2015,"All","30 to 34 years","Projected Population","Number",59515
"New Haven County","09009",2015,"All","30 to 34 years","Projected Population","Percent",6.75
"New Haven County","09009",2015,"All","35 to 39 years","Projected Population","Number",54025
"New Haven County","09009",2015,"All","35 to 39 years","Projected Population","Percent",6.13
"New Haven County","09009",2015,"All","40 to 44 years","Projected Population","Number",53776
"New Haven County","09009",2015,"All","40 to 44 years","Projected Population","Percent",6.1
"New Haven County","09009",2015,"All","45 to 49 years","Projected Population","Number",61414
"New Haven County","09009",2015,"All","45 to 49 years","Projected Population","Percent",6.97
"New Haven County","09009",2015,"All","50 to 54 years","Projected Population","Number",66104
"New Haven County","09009",2015,"All","50 to 54 years","Projected Population","Percent",7.5
"New Haven County","09009",2015,"All","55 to 59 years","Projected Population","Number",65128
"New Haven County","09009",2015,"All","55 to 59 years","Projected Population","Percent",7.39
"New Haven County","09009",2015,"All","60 to 64 years","Projected Population","Number",54215
"New Haven County","09009",2015,"All","60 to 64 years","Projected Population","Percent",6.15
"New Haven County","09009",2015,"All","65 to 69 years","Projected Population","Number",45518
"New Haven County","09009",2015,"All","65 to 69 years","Projected Population","Percent",5.16
"New Haven County","09009",2015,"All","70 to 74 years","Projected Population","Number",32356
"New Haven County","09009",2015,"All","70 to 74 years","Projected Population","Percent",3.67
"New Haven County","09009",2015,"All","75 to 79 years","Projected Population","Number",22180
"New Haven County","09009",2015,"All","75 to 79 years","Projected Population","Percent",2.52
"New Haven County","09009",2015,"All","80 to 84 years","Projected Population","Number",18030
"New Haven County","09009",2015,"All","80 to 84 years","Projected Population","Percent",2.05
"New Haven County","09009",2015,"All","85 to 89 years","Projected Population","Number",13680
